BarCode;MATERIAL
4660001600584;1250371
5902814848166;1262958
4601126221094;1001082
4602701003241;1240457
4690361050507;1263599
4607017370810;1028840
7610859151025;1268393
4810268023972;1205799
3600540568755;1108059
4607147434123;1124305
5053990107384;1133409
 ;2012653
8591022387559;1277734
4607068621053;1108247
6901604169503;1285611
3168430238763;1270688
8436024290028;1098106
5900353643723;1264923
5000204900873;1279527
4607092441993;1206003
4810898000015;1229328
2368452000000;1254036
9319020002743;1150506
2372692000000;1285238
4680001221909;1233157
4660011130514;1222222
4601159075336;1187071
4690329001640;1174561
5010373051030;1218827
4620015670676;1252781
4084500979239;1267534
2100011041820;1285017
4660001803541;1238035
4770349223557;1048847
8591022348291;1242577
7930050370170;1276389
4607398240269;1287012
2490842000000;2004859
4680007202933;1282771
4607029231406;1175199
4602441011339;1186359
4605504528942;1284302
5900511153378;1285376
2491039000000;2013568
2491428000000;2014071
2362640000000;2009612
2100010811615;1170037
 ;2011847
4607084412253;1071111
4008576080231;1198576
4603566908955;1067993
4603883257286;1286379
7613034190314;1218499
40804873;1008096
5906552220024;1054442
4605664011360;1279082
4602041004434;1060830
8591022371336;1261007
8032621983631;1284105
2490773000000;2013049
2491178000000;2013776
8300497300853;1133908
4015000543903;1150111
4605142026879;1265747
4620751419775;1266500
4607016285405;1202754
4740018135856;1048768
2369345000000;1261871
4607104814494;1196665
8717644165829;1037865
2491365000000;2013984
5011363525630;1285324
4660001052482;1168117
4620001312085;1000609
2491402000000;2014050
2306852000000;2004651
4620007691993;1253424
5904134300331;1284274
2371008000000;1270453
4811442006026;1273423
2490029000000;2011022
2300941000000;2000947
2307011000000;2003858
2360668000000;1167592
4605319005546;1199841
4607018291817;1001286
4607083550987;1194449
46194497;1241048
7622210372291;1259451
4606284012737;1268858
4640010205307;1251101
8719202321388;1285938
4606284012744;1268857
4810213001826;1258871
2360626000000;1167040
9011111135056;1202934
4604248002404;1002769
4600712007883;1270780
2365088000000;1228637
4606779751400;1284022
4600605023358;1287639
8718158622136;1283912
4602009332128;1263071
4607119085353;1285832
4770119205691;1229605
5904134883117;1284368
5904134111883;1284387
4607174433892;1282518
2100011029644;1270956
4601780008956;1144710
4810282008344;1283657
4607168122689;1277373
2490730000000;2012977
2100000232208;2004409
9000100958943;1255442
4607096004477;1045624
4603209001623;1153603
2354594000000;1112003
4600697101996;1176654
5906552200019;1054437
5900627063233;1257830
87294903;1267384
4811473089593;1237475
4600925006567;1254891
2371438000000;1274224
2362280000000;1191014
4660017310651;1265048
4008576180948;1226254
8590301046118;1206036
5900084064057;1027975
43168969338;1185238
4607010730475;1010423
2491229000000;2013843
4850009606187;1267667
4607065003838;1237998
8422795001611;1242112
4015000506908;1005798
4607938961777;1287694
4010439210051;1019383
40099590;1262860
5010677912020;1045417
4600001959077;1266026
8410179009414;1242635
2000000001234;1285578
4630017720811;1283529
4680003507391;1253426
2307040000000;2004348
8591022317136;1228393
4607004860072;1044793
8591022373033;1261271
6900000086056;1288319
4601674033682;1251974
4015203134380;1004303
4627103783706;1268610
4607046120714;1021272
8594009922422;1010617
2302379000000;1012468
4750605010848;1212413
2366013000000;1237149
5900516312008;1093374
2308373000000;2006507
2100010026866;2006865
2009800136719;1287433
4607011762246;1102775
2352666000000;1036576
8002110363428;1003991
4690361056165;1277897
4670018996877;1287863
2307701000000;2005090
4750007689574;1044657
8693048043232;1191170
5900536231983;1045682
8719202331400;1285883
2490970000000;2013497
9001414015582;1119174
4810226073155;1278156
9772312215670;1264787
2369094000000;1259035
2364174000000;2010197
4606842004303;1275319
8591177080008;1279978
2000134321406;1272264
4605922010104;1240341
4607018291527;1005250
4690228006869;1127976
4034668529517;1279840
4630007835181;1264370
5907609328960;1146123
2355304000000;1116606
4680320001749;1279532
5054563027320;1166712
8004305000514;1279708
2100000803477;2004666
4603883112141;1226249
8591022405574;1277720
8600133100183;1106094
4600702086515;1187668
5701014037994;1191023
2363980000000;1212349
4607016284101;1199726
4606055974592;1284716
8412276785871;1079175
4660006888338;1284918
4602248003834;1125380
4601185007592;1278689
4680007214301;1282341
8801038514932;1253044
2300182000000;1012981
2354496000000;1093540
8593875219490;1258793
8436024290240;1098085
2308947000000;2006598
4015001002942;1250308
4605226001389;1002613
8016419125007;1099981
4660014250813;1275571
4678903000036;1102515
2490812000000;2013159
4607131421528;1017896
4620008991993;1249524
5908259891187;1203120
4630014500416;1279425
8591022342084;1249268
4605246010149;1221814
8427801100333;1006845
9002859094996;1281140
4620006000031;1189118
4607086410493;1109243
2100011024878;1267289
4607081280633;1007509
9000100212397;1045339
4810226008003;1244491
4623721249471;1263741
4607029482433;1264419
4600814290015;1281363
6934626091651;1287229
2363254000000;1202969
2100011042834;1285117
5902704993792;1255478
2302136000000;1010537
2305030000000;2004129
2100010922373;1219996
4605290001544;1210193
4683582529570;1285452
8410428206069;1216587
2372091000000;1279013
5901549880571;1279215
4810898000244;1229325
4607135892317;1229520
9800031890011;1245153
2358615000000;1149468
5900536258881;1237420
2490387000000;2012415
4607072711320;1222888
8591022357569;1265408
4680019280158;1287569
8711000518038;1042548
4620002037918;1285589
4750605131079;1282966
4680007202384;1282463
4680007202421;1282767
6924977239123;1283037
2364219000000;1215014
4820132190198;1165895
4607007604628;1263902
4607084351880;1268264
4620016482742;1251963
5900511012095;1285401
4607030207247;1284137
630996561454;1278888
3700569800147;1065492
4603883019501;1154113
4620002053048;1273439
3083680579599;1033399
8300081015507;1032348
2370153000000;1267684
4607035260209;1280586
8411869108561;1101941
3850104276101;1278700
2372908000000;1287470
4607178794098;1255006
46181640;1215154
4680007810787;1279059
7798057481561;1228488
5902882001043;1042987
4601916003015;1123533
4602445001268;1257192
4690590083833;1287095
4607029482822;1187715
4650069734987;1288165
2368275000000;2012146
2100011036284;1280633
2371161000000;1271224
8016706001090;1169823
5905669989008;1266909
2369447000000;1262865
4607098750013;1008422
4600492323203;1034921
4015100195200;1276121
4607177073194;1144056
3083680616904;1042717
4690228026577;1256088
5413149343436;1002274
4607179228172;1286680
2100000126040;1039942
8591022305997;1236351
9000100420242;1025559
2370262000000;1268500
5701922654108;1266253
4600338002446;1124337
4607121292794;1205594
4627124824136;1287726
4690538001059;1256536
4002221004658;1006656
2100000933556;2005041
5903111819323;1253931
4607167171787;1144329
6965235360579;1260640
5902704999107;1059900
4607127004018;1246051
4771632086002;1221141
8719202238020;1285910
2364416000000;1217840
4605362006965;1125813
2100000148011;2003950
5000157024671;1031025
4600104027130;1199618
4623721249518;1269266
5905710063282;1256140
4620770380056;1273965
4602675101202;1259710
4744183019188;1282834
2307249000000;2004588
4640016720194;1245515
8000000527202;1283770
2372391000000;1281383
4606779744204;1265002
4601662002515;1213231
3083681016123;1190763
4607153315140;1263932
8591022333150;1254245
4607065373085;1261323
4602083002160;1273935
2369507000000;1263140
2362497000000;2009485
8015949009030;1252267
8591022289501;1204256
2000077143370;1276667
4605209009173;1265832
4607065731267;1288531
6924836918664;1112050
2306035000000;2004145
4690228031168;1278776
2372015000000;1278733
9000100973281;1260179
8410310615412;1033445
2356792000000;2007353
4607056582519;1199783
8000000424037;1160102
8591022286562;1216483
5060335632906;1260452
4630014500355;1279422
4690502004154;1250514
6901603084326;1285602
4600999008290;1251835
2371624000000;1275513
4607065284527;1281813
3600541350083;1232944
4605246011443;1262843
5900516312565;1286533
5907718920895;1153152
4607085440187;1020457
8001090144331;1255212
4015100185201;1004110
3258691263359;1156014
6915091510540;1285614
4607003120900;1201366
2490072000000;2006545
8718158138132;1286041
2100010755537;1151609
6411300158119;1004473
2490952000000;2013372
2305674000000;2004394
8594002276638;1044196
4690590112052;1287078
4770190352741;1080348
4005900336415;1266482
4620016482780;1246170
4015100191400;1276128
4891212102899;1276870
4605209005199;1251853
7322540882384;1287930
4607091768930;1254081
4607009862682;1259068
8591022354179;1268591
4600721003852;1033938
5011417563144;1250310
8591022232866;1209700
4606420009065;1281822
4600694170452;1040367
4810226012918;1237548
8001090161994;1226077
5011417567036;1276132
4601775003515;1283700
4601347010224;1256778
4101730003852;1029569
4606180002580;1066694
87157581;1037391
8714100706893;1266389
4811473063296;1271322
4605246009020;1196862
4600712007654;1270792
4810282008283;1283655
4690228022005;1230802
8000000490032;1284082
6417700059247;1005552
4605246004261;1008655
2302845000000;2000880
8591022252758;1205475
8421825903079;1252101
4042045000054;1225771
4606144005695;1178104
2372857000000;1286507
4607075790902;1123501
4607013700024;1190919
5410358452041;1232041
4640001730641;1274540
4607150350120;1267874
4601512009435;1253504
4607012241085;1258854
2100011043503;1285183
9002859085277;1281102
3014260095956;1281608
4820001313543;1032029
4605246011016;1257168
4690228032363;1288111
4690219131853;1269787
4607017372081;1028825
4810226112328;1278168
8801128500647;1034898
8032621984133;1218079
2491001000000;2013530
4607041136345;1280493
4600822901828;1254043
2362486000000;1194872
4606272009671;1152221
2358404000000;1146681
3939806925156;1228969
8591022337721;1268570
8719202271966;1286096
4084500691315;1255235
4750605131017;1282948
4680007204029;1282746
2490022000000;2010747
5904645000560;1041380
4015400041788;1034177
8300491291652;1136437
3600540199454;1009054
8718114612898;1155188
2100011043084;1285142
4600452017098;1288480
46137869;1238288
2490988000000;2013520
4607140751432;1279782
5900861043183;1065599
8000428017606;1108214
8600462028554;1273218
4015001006667;1251435
8718158879608;1286047
8591022191491;1236342
4660020300229;1274457
4606284002431;1040956
2371423000000;1273760
7613033574764;1189062
4600689604351;1279232
4811473024525;1237505
4660000321527;1275779
4601132999802;1274611
4607066698422;1279681
4680007214486;1282661
4650002448100;1245326
2100010936257;2010641
4606779682407;1214723
4810268023453;1232992
4630017461226;1278620
5011007024000;1227173
8427801100302;1095153
4750001818703;1259482
4601339001353;1014168
7804452004479;1265784
4607001771555;1008557
4630017460397;1269576
8859022402086;1283246
4605810000064;1026925
5413149871311;1154748
8076802085981;1043926
2362940000000;1199271
4607043407290;1276351
6905410639298;1285539
5902704999350;1062970
7891024149102;1031696
6411401072703;1032373
4015400264613;1252295
4744183018839;1282823
4606842001517;1144096
5902704997837;1059890
8801007012209;1199921
2370047000000;1266537
5000159373111;1032504
4600682086093;1277505
4607161621424;1034937
4607017201954;1054056
2368331000000;1253258
8009620821295;1239672
4605256000017;1153748
2371951000000;1277954
5900861109971;1037835
3600521930687;1165845
4770395227790;1197031
2281159117810;1152819
4750001002737;1048639
2490819000000;2013150
9002859069468;1281089
4601351007845;1272612
6927066289214;1286663
4005900313119;1270171
4607163099719;1190499
4680007210181;1207687
4607009861937;1203788
4620769270634;1287980
 ;2013237
5999518577577;1007440
4750001945003;1224981
4600697102917;1229648
8710341004545;1285675
4008576002820;1161676
2372273000000;1280503
4600874002597;1265250
3179070184013;1152086
5900034227662;1240744
4810898000411;1241401
2100011039179;1282176
8714100920046;1287652
4602445002043;1280996
4891212102530;1262040
5000174194401;1036696
4600935200177;1251115
8591022313312;1223401
4605664002733;1201910
2300793000000;1030913
2367862000000;1250430
4046504217502;1283638
9785444421642;1253236
2365006000000;1227892
5000174391664;1031419
4740012011118;1045869
3035132630105;1041929
8005713154097;1267207
5902814847459;1082935
4607121829334;1262454
4660014252763;1275753
2491157000000;2013731
4015000544641;1143877
4601126221742;1108426
4606993109339;1011111
2370826000000;1270289
5410076978465;1220856
8010719002570;1238621
4605463005836;1285684
8000160632402;1257342
2371779000000;1276289
2355367000000;1090223
4680036911059;1284035
4607061253091;1276087
4607174433885;1282520
8032621988162;1225704
4607042431562;1030360
5900034224678;1240747
4620009010044;1241972
2100010026583;2006852
4607016282282;1246534
4603883153441;1236062
5010993325627;1285287
4607024894163;1029104
2100010981943;1240576
4606272018567;1171351
2365789000000;1235520
4015100190335;1277658
4607179830542;1259677
3076825502163;1098320
4607007231442;1136473
2491371000000;2008792
4605496010180;1139728
8000000553973;1283579
5904187000851;1003995
4670005963875;1275341
4015400552000;1223222
4607136397842;1249970
4607081903457;1197698
4602486000336;1157420
5904134966544;1284396
8711600801417;1194454
5900477012481;1143089
4605966014601;1143508
4607099813410;1275757
8001090378217;1275952
4607938961074;1284977
4606842001425;1041759
5906552190013;1054434
5014761110712;1257680
2358579000000;1148861
2100010977526;1239061
2358957000000;2007906
4601662003024;1250322
4600300080335;1145462
4630007839547;1282416
5900084204095;1027966
4601614012999;1106250
2490533000000;2010860
4680000190503;1255761
8718158844682;1283947
2306962000000;1045684
4627106840734;1267859
4630006820232;1278372
5907582900016;1278511
6927404511892;1287184
4630014080918;1287454
2360093000000;2008443
4891813833086;1286699
4607025856009;1285264
8011780009703;1043753
2358851000000;1151029
5904134966520;1284394
5010993337736;1285292
4607061492384;1272579
4603552004715;1132894
2100010975447;1238306
4607934470082;1276173
2000077143233;1276570
4630016231066;1288536
2372416000000;1281722
2372809000000;1285813
4008033458191;1276953
2490615000000;2012772
4627094640286;1257055
4627129230017;1279323
2372038000000;1278921
8809089290645;1274016
2490244000000;2009015
8412276931124;1187605
4605246012785;1284540
4600702080698;1157540
2303040000000;1014355
4605246009570;1263013
9001414015087;1005955
4605246005459;1148761
4606284011853;1242383
4607040315666;1042906
8802796111616;1128638
2370488000000;1269216
2370086000000;1266779
2368193000000;1252075
2100011004054;2011876
8591022364253;1261283
4680007210853;1282672
4600905002640;1065371
4607175858847;1208580
5900288173852;1034110
8076809513692;1098127
5000159371698;1038119
4601512007882;1171142
2354327000000;1092691
4620010796494;1278633
4607001776628;1212481
14602009035491;1273184
3600541896864;1267517
3426470007665;1286336
2364113000000;2010161
2100010936523;2010669
4607084351323;1123540
8410415036013;1283560
4607019830749;1226090
4680038350993;1287539
5701922251215;1184082
4607011764332;1231679
8718951076402;1271710
6900000086179;1288330
2491437000000;2014082
4627082951912;1280262
5907471430686;1181374
8719202217445;1281275
4000415111908;1193561
3300055680026;1069226
4606428221391;1094943
2100010936004;2010616
2100010990365;2011565
5903111819064;1253936
2354271000000;1092268
8711295062988;1280416
2372732000000;1285723
2367793000000;1249800
5900084079105;1101682
2302830000000;2001175
4750605041125;1244956
8719202303742;1286150
2372500000000;1283293
4056800674138;1019351
4607037120013;1013271
2100011034099;1277475
6934624484776;1287203
8591022252192;1182833
4690228028908;1206596
4750605312751;1237319
2000077143578;1276618
3500610033629;1075978
8410302121006;1254289
2371451000000;2013211
4620005731974;1248147
4680019280288;1287572
2490774000000;2013050
5903355000983;1043267
4640013603087;1264188
4607107850260;1184846
4690219123988;1269783
5900288005627;1031942
4607191650999;1284669
4607065730529;1287673
8410300355977;1272527
7640166790679;1253198
4607029482914;1281484
4607042439186;1030420
5900948236606;1281788
8308583382165;1061219
8003971430007;1288519
2302359000000;2000958
2361102000000;1171698
9002859038747;1281106
4620001317196;1034848
4607048251935;1100650
2100010739711;2007745
8591022407677;1277802
4607108093642;1280378
5903355000280;1042381
4607167172128;1144313
4600495533852;1280607
8809273162314;1274018
4620016295403;1287624
8591022361597;1257222
8854878000097;1136789
4607159814906;1266297
7613032601553;1167057
2100011037281;1281191
3423290100293;1234235
3258691255408;1257285
4627098283441;1278196
4603444008562;1062768
4607024970522;1020724
4690388004552;1273744
4600682411420;1234351
4607179350606;1270848
2372724000000;1285709
5900511010398;1285405
4607127005107;1251470
8719202357219;1286090
2020022324432;1041931
4660013470021;1261164
5908259893037;1052826
3600521916636;1259231
4607141582424;1149047
46176172;1277503
4690591008231;1285630
7311311011566;1283790
7790975191331;1252248
6988600110029;1272352
4602248004442;1125376
4607002227471;1238489
4606811000817;1267825
4690434040718;1279985
4620014750324;1284054
4600721001933;1029951
2365524000000;1232779
4640012010305;1276731
8000000415370;1226133
4680274028533;1287467
4650069671800;1280831
9073215014446;1253664
4606842002644;1045622
4627090990903;1267061
2362671000000;2009631
5201184840504;1242503
4005900384683;1279192
6914032790010;1285487
4810226052174;1284092
4607035900099;1044711
4014303113592;1287487
5907078407296;1284522
2306830000000;2003942
8718158409355;1226852
4005808675333;1007604
7622210721976;1279722
2371387000000;2013190
2361384000000;2009012
8718158351838;1226749
4603883157524;1230917
4002966000779;1007161
4607108096414;1280613
4600699502364;1009906
4607065002503;1149507
4607037431058;1284609
2365716000000;2011123
4750001948103;1264915
30028203;1085132
8591022352762;1267245
8032621988117;1225690
7613034482600;1238495
2100011032873;2013277
4640010203976;1262037
8300491501157;1173276
2302841000000;1094674
2100010747891;1148689
4690228029943;1268329
4791021936138;1279801
4640021475737;1284940
4607036295002;1265379
2367635000000;2011872
8591022341568;1254213
4604248006914;1221230
8809411189807;1284722
4601216010683;1247169
8420701102025;1058417
3574661238920;1258102
4600822901941;1254044
6938397700026;1175536
4607031472668;1288005
2100011043619;1285194
2307806000000;1072707
8591022367391;1257577
4640010205758;1253657
5900288003074;1018513
2100010788818;2008359
4607065371005;1250863
4005900088987;1253809
4605246003271;1031204
2302872000000;1013148
8591022334935;1245982
7622210500427;1265202
4607150081796;1024508
2009800135835;1287346
4670001497107;1287548
2300419000000;2001138
4605142027852;1277683
4605561010671;1288091
4607051707719;1121745
2371395000000;1273750
4690228023583;1230795
4620006007931;1249290
4627082951738;1284149
8591022367407;1257578
4602445001886;1264780
8719202367287;1286212
4008429098659;1283373
4008713702804;1063903
8308583319147;1051273
2009800135224;1287285
3254473206002;1005221
4600935010431;1210741
4603566907958;1067996
4607092442457;1280931
2000000886374;1153011
2365706000000;1234327
4014500510552;1284013
4603934001455;1279548
7610859125972;1268386
2100011046245;1287494
8591022333082;1240917
4607083551007;1177155
4620007690057;1274386
7702018455164;1229347
2358653000000;1149794
9062300133308;1283866
3014260022808;1281609
2370985000000;2013078
2365919000000;2011204
4680007203411;1246582
4600446007159;1244105
2369416000000;1262569
2358882000000;2006832
4770190038461;1034640
4606088017440;1287059
2370767000000;2013028
54881011679;1240683
8719202320220;1285970
4607174437388;1282292
4605246009174;1253314
4680007200304;1201490
4630032240110;1268747
4750605131093;1282955
4607007727907;1270661
4627115710103;1280569
2222013131184;1266868
3262152501751;1055905
4607044600027;1007175
8591022325483;1268437
4627091017951;1280302
4620006001694;1253701
4699301415819;1268476
2100011042612;1285095
4015001013962;1258917
5060255350614;1269460
2490784000000;2013120
4610000265734;1258710
4605142027722;1281224
4680038201110;1286392
4620002052249;1267497
5020244052622;1286426
5903654000028;1067724
4015100185058;1114587
5013965608544;1144706
4603883248987;1284626
4607109470169;1137361
2100011046467;1288075
4607001778158;1216336
4620752871442;1252524
4606065006184;1248317
4607117890829;1009895
4605319001302;1151085
4602445001343;1202382
4606779762802;1277193
4650058300469;1250319
2490367000000;2012354
4606055948753;1237432
4607109407622;1237934
4607006444256;1285422
6901602893615;1285551
6927044530284;1287099
2363320000000;1203809
5060173370053;1255757
9002859042843;1281147
4620008991306;1246169
4607035903007;1220161
2363801000000;1210134
4630012080118;1027985
2490865000000;2010189
4690388008062;1191231
